x y solution
0 -0.00787402 0
0.00787402 -0.00787402 0
0.015748 -0.00787402 0
0.023622 -0.00787402 0
0.0314961 -0.00787402 0
0.0393701 -0.00787402 0
0.0472441 -0.00787402 0
0.0551181 -0.00787402 0
0.0629921 -0.00787402 0
0.0708661 -0.00787402 0
0.0787402 -0.00787402 0
0.0866142 -0.00787402 0
0.0944882 -0.00787402 0
0.102362 -0.00787402 0
0.110236 -0.00787402 0
0.11811 -0.00787402 0
0.125984 -0.00787402 0
0.133858 -0.00787402 0
0.141732 -0.00787402 0
0.149606 -0.00787402 0
0.15748 -0.00787402 0
0.165354 -0.00787402 0
0.173228 -0.00787402 0
0.181102 -0.00787402 0
0.188976 -0.00787402 0
0.19685 -0.00787402 0
0.204724 -0.00787402 0
0.212598 -0.00787402 0
0.220472 -0.00787402 0
0.228346 -0.00787402 0
0.23622 -0.00787402 0
0.244094 -0.00787402 0
0.251969 -0.00787402 0
0.259843 -0.00787402 0
0.267717 -0.00787402 0
0.275591 -0.00787402 0
0.283465 -0.00787402 0
0.291339 -0.00787402 0
0.299213 -0.00787402 0
0.307087 -0.00787402 0
0.314961 -0.00787402 0
0.322835 -0.00787402 0
0.330709 -0.00787402 0
0.338583 -0.00787402 0
0.346457 -0.00787402 0
0.354331 -0.00787402 0
0.362205 -0.00787402 0
0.370079 -0.00787402 0
0.377953 -0.00787402 0
0.385827 -0.00787402 0
0.393701 -0.00787402 0
0.401575 -0.00787402 0
0.409449 -0.00787402 0
0.417323 -0.00787402 0
0.425197 -0.00787402 0
0.433071 -0.00787402 0
0.440945 -0.00787402 0
0.448819 -0.00787402 0
0.456693 -0.00787402 0
0.464567 -0.00787402 0
0.472441 -0.00787402 0
0.480315 -0.00787402 0
0.488189 -0.00787402 0
0.496063 -0.00787402 0
0.503937 -0.00787402 0
0.511811 -0.00787402 0
0.519685 -0.00787402 0
0.527559 -0.00787402 0
0.535433 -0.00787402 0
0.543307 -0.00787402 0
0.551181 -0.00787402 0
0.559055 -0.00787402 0
