x y solution
0 -0.015873 0
0.015873 -0.015873 0
0.031746 -0.015873 0
0.047619 -0.015873 0
0.0634921 -0.015873 0
0.0793651 -0.015873 0
0.0952381 -0.015873 0
0.111111 -0.015873 0
0.126984 -0.015873 0
0.142857 -0.015873 0
0.15873 -0.015873 0
0.174603 -0.015873 0
0.190476 -0.015873 0
0.206349 -0.015873 0
0.222222 -0.015873 0
0.238095 -0.015873 0
0.253968 -0.015873 0
0.269841 -0.015873 0
0.285714 -0.015873 0
0.301587 -0.015873 0
0.31746 -0.015873 0
0.333333 -0.015873 0
0.349206 -0.015873 0
0.365079 -0.015873 0
0.380952 -0.015873 0
0.396825 -0.015873 0
0.412698 -0.015873 0
0.428571 -0.015873 0
0.444444 -0.015873 0
0.460317 -0.015873 0
0.47619 -0.015873 0
0.492063 -0.015873 0
0.507937 -0.015873 0
0.52381 -0.015873 0
0.539683 -0.015873 0
0.555556 -0.015873 0
0.571429 -0.015873 0
0.587302 -0.015873 0
0.603175 -0.015873 0
0.619048 -0.015873 0
0.634921 -0.015873 0
0.650794 -0.015873 0
0.666667 -0.015873 0
0.68254 -0.015873 0
0.698413 -0.015873 0
0.714286 -0.015873 0
0.730159 -0.015873 0
0.746032 -0.015873 0
0.761905 -0.015873 0
0.777778 -0.015873 0
0.793651 -0.015873 0
0.809524 -0.015873 0
0.825397 -0.015873 0
0.84127 -0.015873 0
0.857143 -0.015873 0
0.873016 -0.015873 0
0.888889 -0.015873 0
0.904762 -0.015873 0
0.920635 -0.015873 0
0.936508 -0.015873 0
0.952381 -0.015873 0
0.968254 -0.015873 0
0.984127 -0.015873 0
1 -0.015873 0
0 0 0
0.015873 0 0.00992198
0.031746 0 0.0197453
0.047619 0 0.0293725
0.0634921 0 0.0387077
0.0793651 0 0.0476582
0.0952381 0 0.0561351
0.111111 0 0.0640541
0.126984 0 0.0713364
0.142857 0 0.0779098
0.15873 0 0.0837089
0.174603 0 0.0886761
0.190476 0 0.092762
0.206349 0 0.0959259
0.222222 0 0.0981365
0.238095 0 0.0993718
0.253968 0 0.0996194
0.269841 0 0.098877
0.285714 0 0.097152
0.301587 0 0.0944614
0.31746 0 0.0908319
0.333333 0 0.0862998
0.349206 0 0.08091
0.365079 0 0.074716
0.380952 0 0.0677795
0.396825 0 0.0601694
0.412698 0 0.0519612
0.428571 0 0.0432367
0.444444 0 0.0340824
0.460317 0 0.0245895
0.47619 0 0.0148521
0.492063 0 0.00496716
0.507937 0 -0.00496716
0.52381 0 -0.0148521
0.539683 0 -0.0245895
0.555556 0 -0.0340824
0.571429 0 -0.0432367
0.587302 0 -0.0519612
0.603175 0 -0.0601694
0.619048 0 -0.0677795
0.634921 0 -0.074716
0.650794 0 -0.08091
0.666667 0 -0.0862998
0.68254 0 -0.0908319
0.698413 0 -0.0944614
0.714286 0 -0.097152
0.730159 0 -0.098877
0.746032 0 -0.0996194
0.761905 0 -0.0993718
0.777778 0 -0.0981365
0.793651 0 -0.0959259
0.809524 0 -0.092762
0.825397 0 -0.0886761
